value,timestamp
1200,
1216,
1216,
1200,
1168,
1216,
1184,
1056,
1200,
1184,
1168,
1184,
1168,
1184,
1168,
1200,
1168,
1072,
1184,
1200,
1200,206.819947487
1184,
1184,
1072,
1200,
1184,
1200,
1040,
1200,
1200,
1200,
1200,
1152,
1200,
1248,
1216,
1232,
1024,
1216,
1216,
1232,
1168,
1200,
1200,
1152,
1168,
1216,
1216,
1248,
1232,
1232,206.850057239
1232,
1200,
1184,
1216,
1264,
1232,
1184,
1248,
1168,
1152,
1216,
1216,
1136,
1200,
1184,
1200,
1216,
1184,
1216,
1200,
1184,
1168,
1088,
1056,
1056,
1232,
1168,
1184,
1152,
1200,
1168,
1200,
1120,
1104,
1200,
1168,
1184,
1232,
1184,
1232,
1200,
1136,
1168,
1200,
1184,206.894763032
1200,
1200,
1216,
1184,
1152,
1232,
1168,
1120,
1232,
1056,
1136,
1200,
1056,
1184,
1152,
1232,
1200,
1216,
1168,
1088,
1232,
1200,
1232,
1216,
1184,
1200,
1216,
1168,
1200,
1104,206.925116517
1216,
1216,
1184,
1216,
1200,
1184,
1184,
1200,
1216,
1200,
1088,
1168,
1168,
1184,
1136,
1200,
1216,
1184,
1216,
976,
1216,
1168,
1216,
1168,
1216,
1184,
1216,
1216,
1216,
1200,
1232,
1168,
1120,
1216,
1104,
1216,
1168,
1184,
1168,
1200,
1216,
1216,
1200,
1216,
1168,
1184,206.985548235
1200,
1152,
1184,
1184,
1088,
1120,
960,
1024,
1200,
1184,
1216,
1184,
1216,
1152,
1152,
1152,
1216,
992,
1216,
1056,
1184,
1168,
976,
1152,
1168,
1152,
1152,
1216,
1184,
1200,
1152,
1168,
1200,
1152,
1120,
1072,
1152,
1040,
1168,
992,
1200,
1200,
1184,
1232,
1168,
1168,
1168,
1184,
1184,
1184,
1008,
1200,
1104,
1040,
1056,
1088,
1104,
1120,
1184,207.029367741
1168,
1152,
1136,
1152,
1216,
1136,
1168,
1168,
1184,
1008,
1056,
1152,
1104,
1168,
1088,
1152,
1152,
1040,
1184,
1168,
1232,
1168,
1072,
1120,
1184,
1008,
1216,
1152,
1040,
1072,207.059688694
912,
1136,
1152,
1168,
1184,
1184,
1216,
1184,
1200,
1136,
1168,
1200,
1088,
1152,
1216,
1184,
1168,
1120,
1136,
1168,
1200,
1168,
1152,
1168,
1088,
1184,
1152,
1184,
1216,
1168,
1152,
1168,
1152,
1200,
1120,
1184,
1184,
1216,
1232,
1216,
1200,
1184,
1168,
1216,
1216,207.104518347
1136,
1168,
1216,
1152,
1200,
1184,
1168,
1184,
1232,
1200,
1248,
1216,
1200,
1200,
1120,
1232,
1168,
1264,
1232,
1040,
1184,
1264,
1184,
1184,
1232,
1232,
1200,
1216,
1248,
1248,207.134243664
1248,
1200,
1072,
1216,
1216,
1104,
1152,
1248,
1248,
1184,
1216,
1232,
1216,
1216,
1200,
1184,
1152,
1200,
1232,
1248,
1232,
1152,
1248,
1264,
1216,
1216,
1200,
1232,
1232,
1248,
1232,
1232,
1136,
1216,
1248,
1216,
1200,
1184,
1248,
1200,
1216,
1200,
1200,
1184,
1216,
1200,207.164237846
1232,
1216,
1232,
1216,
1104,
1184,
1232,
1232,
1216,
1200,
1184,
1248,
1232,
1232,
1216,
1248,
1200,
1184,
1216,
1200,
1248,
1184,
1248,
1216,
1216,
1152,
1200,
1248,
1152,207.194702154
1216,
1216,
1248,
1232,
1248,
1216,
1232,
1248,
1184,
1168,
1088,
1248,
1248,
1216,
1104,
1120,
1200,
1216,
1200,
1200,
1216,
1200,
1216,
1232,
1200,
1200,
1216,
1200,
1248,
1200,207.224939865
1200,
1104,
1184,
1104,
1024,
1184,
1232,
1184,
1184,
1152,
1184,
1200,
1184,
1184,
1216,
1232,
1184,
1216,
1200,
1200,
1168,
1216,
1200,
1248,
1184,
1232,
1232,
1200,
1152,
1200,207.254916232
1056,
1216,
1184,
1184,
1232,
1216,
1200,
1200,
1184,
1216,
1120,
1200,
1200,
1216,
1200,
1216,
1200,
1184,
1056,
1216,
1216,
1088,
1088,
1152,
1040,
1184,
1216,
1248,
1232,
1232,207.285112987
1168,
1168,
1216,
1184,
1184,
1200,
1216,
1184,
1216,
1168,
1216,
1168,
1200,
1184,
1200,
1216,
1200,
1168,
1216,
1168,
1200,
1200,
1216,
1168,
1200,
1088,
1152,
1216,
1184,
1216,207.314367043
1232,
1072,
1200,
1184,
1200,
1216,
1200,
1072,
1200,
1184,
1072,
1072,
1216,
1136,
1024,
1184,
1200,
1216,
1200,
1200,
1200,
1232,
1184,
1184,
1184,
1168,
1136,
1184,
1184,
1200,207.344745548
1184,
1184,
1232,
1184,
1184,
1200,
1216,
1152,
1216,
1088,
1168,
1040,
1184,
1152,
1184,
1104,
1120,
1024,
1152,
1200,
1184,
1184,
1168,
1184,
1184,
1184,
1184,
1152,
1168,
1072,207.375113692
1072,
1152,
1168,
1184,
1152,
1216,
1104,
1248,
1200,
1248,
1184,
1200,
1200,
1216,
1104,
1200,
1184,
1136,
1104,
1152,
1200,
1136,
1200,
1200,
1200,
1200,
1216,
1136,
1200,
1184,207.404902387
1040,
1216,
1168,
1056,
1056,
1184,
1216,
1168,
1168,
1200,
1168,
1200,
1168,
1232,
1216,
1168,
1184,
1184,
1200,
1184,
1216,
1136,
1136,
1152,
1136,
1184,
1184,
1200,
1168,
1072,
1184,207.450705385
1216,
1104,
992,
1168,
1168,
1168,
1184,
1120,
1184,
1024,
1136,
1216,
1184,
1168,
1168,
1216,
1232,
1184,
1088,
1184,
1184,
1216,
1184,
1200,
1200,
1184,
1104,
1136,
1216,
1200,
1200,
1216,
1232,
1200,
1168,
1152,
1168,
1088,
1088,
1200,
1168,
1120,
1136,
1168,207.480079888
1152,
1200,
1216,
1216,
1200,
1184,
1200,
1168,
1184,
1200,
1168,
1216,
1184,
1200,
1120,
1184,
1024,
1184,
1136,
1200,
1152,
1152,
1216,
1136,
1168,
1104,
1216,
1072,
1184,
1168,207.540298993
1136,
1120,
1184,
1152,
1152,
1168,
1168,
1184,
1184,
1200,
1184,
1168,
992,
1168,
1072,
1152,
1088,
1040,
1136,
1168,
1168,
976,
1168,
1152,
1168,
1168,
1152,
1152,
1168,
1088,
1184,
1184,
1072,
1152,
1152,
1088,
1008,
1120,
1168,
1120,
1184,
1184,
1152,
1136,
1168,
1152,
1184,
1184,
1008,
1184,
1136,
1168,
1152,
1136,
1152,
1152,
1168,
1088,
1168,
1136,207.585050405
1152,
1152,
1184,
1072,
1104,
1168,
1200,
1168,
1072,
1168,
1184,
1200,
1168,
1232,
1184,
1216,
1104,
1184,
1168,
1072,
1200,
1152,
1136,
1152,
1168,
1184,
1008,
1136,
1152,
1184,207.614658566
1200,
1168,
1168,
1072,
1136,
1168,
1168,
1040,
1120,
1184,
1168,
1104,
1120,
1168,
1136,
1168,
1152,
1168,
1168,
1152,
1184,
1136,
992,
1088,
1152,
1184,
1136,
1072,
1168,
1104,
1152,
1168,
1152,
1152,
1152,
1152,
1184,
1168,
1120,
1120,
1216,
1200,
1168,
1200,
1104,207.644853432
1104,
1168,
1168,
1168,
1152,
1040,
1168,
1184,
1120,
1120,
1104,
1152,
1184,
1072,
1168,
1168,
1056,
1152,
1152,
1168,
1216,
1200,
1152,
1168,
1216,
1168,
1056,
1184,
1216,
1152,207.675092889
1168,
1104,
1168,
1168,
1200,
1184,
1152,
1152,
1216,
1200,
1168,
1104,
1168,
1168,
1152,
1136,
1184,
1184,
1104,
1088,
1056,
1136,
1184,
1040,
1152,
1152,
1136,
1168,
1184,
1136,207.705102913
1200,
1056,
1152,
1104,
1056,
1008,
1168,
1120,
1120,
1104,
1168,
1168,
1136,
1136,
1168,
1136,
1136,
1152,
992,
1136,
1120,
1152,
1104,
1168,
1088,
1104,
1072,
1152,
1136,
1152,207.734955049
1152,
1136,
1152,
1168,
1152,
1072,
1152,
1168,
1120,
1088,
1104,
1168,
1104,
1152,
1168,
1184,
1184,
1200,
1184,
1152,
1184,
1200,
1184,
1120,
1040,
1136,
1104,
1120,
1120,
1168,
1200,207.79478642
1200,
1152,
1152,
1152,
1152,
1120,
1184,
1200,
1136,
1152,
976,
1136,
1152,
960,
1120,
1152,
1152,
1088,
1104,
1184,
1168,
1136,
1152,
1168,
1120,
1184,
1152,
1152,
1088,207.825591514
1136,
1024,
1104,
1168,
944,
1200,
1184,
1168,
1168,
1136,
1168,
1168,
1200,
1200,
1152,
1104,
1136,
1168,
1120,
1184,
1120,
1168,
1136,
1184,
1216,
1152,
1168,
1120,
1168,
1104,
1136,
1216,
1136,
1184,
1232,
1136,
1152,
1216,
1136,
1216,
1232,
1136,
1184,
1168,
1168,
1184,
1232,
1120,
1216,
1216,
1184,
848,
1152,
1136,
1168,
1088,
1184,
1248,
1216,
1184,207.855022321
1248,
1232,
1184,
1232,
1136,
1104,
1232,
1168,
928,
1184,
1200,
1200,
1216,
1232,
1232,
1248,
1248,
1184,
1216,
1216,
1184,
1216,
1232,
1008,
1248,
1216,
1232,
1216,
1232,
1264,207.88478103
1248,
1248,
1248,
1248,
1168,
1216,
1136,
1264,
992,
1216,
1216,
1264,
1216,
1232,
1264,
1248,
1232,
1248,
1296,
1248,
1232,
1248,
1248,
1248,
1136,
1200,
1216,
1040,
1104,
1232,207.915171102
1232,
1248,
1264,
1232,
1232,
1296,
1200,
1216,
1120,
1232,
1248,
1280,
1200,
1216,
1232,
1264,
1280,
1248,
1264,
1248,
1280,
1264,
1216,
1200,
1136,
1232,
1248,
1264,
1072,
1072,207.945253127
1232,
1264,
1232,
1232,
1232,
1248,
1280,
1280,
1264,
1232,
1216,
1264,
1088,
1264,
1104,
1120,
1200,
1248,
1248,
1232,
1264,
1264,
1232,
1232,
1248,
1216,
1248,
1264,
1104,
1216,207.989451493
1216,
1104,
1168,
1232,
1216,
1200,
1232,
1216,
1232,
1216,
1200,
1248,
1168,
1216,
1152,
1104,
1200,
1184,
1200,
1184,
1152,
1152,
1232,
1200,
1216,
1216,
1216,
1184,
1184,
1104,208.019790592
1104,
1072,
1120,
1008,
1184,
1152,
1120,
1200,
1216,
1184,
1168,
1200,
1200,
1184,
1168,
1184,
1136,
1008,
1136,
1168,
1136,
1168,
1200,
1200,
1168,
1152,
1184,
1152,
1168,
1152,
1184,
1168,
1200,
1104,
1184,
1104,
1184,
1072,
1152,
992,
992,
1120,
1152,
1184,
1152,208.049814206
1136,
1168,
1184,
1168,
1152,
1168,
1104,
1200,
1168,
1152,
1056,
1200,
1184,
1056,
1200,
1184,
1168,
1152,
1184,
1168,
1168,
1088,
1152,
1232,
1072,
1184,
1168,
1200,
992,
1104,208.095248385
1120,
1152,
1200,
1152,
1184,
1168,
1184,
1168,
1216,
1216,
1008,
1152,
1200,
1152,
1200,
1104,
1152,
1152,
1216,
1216,
1152,
1216,
1184,
1232,
1136,
1168,
1200,
1216,
1184,
1040,
1184,
1168,
1184,
1168,
1168,
1152,
1216,
1216,
1216,
1152,
1152,
1184,
1184,
1168,
1200,208.125187799
1216,
1200,
1216,
1088,
1104,
1152,
1200,
1184,
1200,
1184,
1232,
1184,
1200,
1200,
1104,
1168,
1232,
1184,
1072,
1200,
1136,
1200,
1216,
1184,
1232,
1184,
1232,
1232,
1216,
1200,208.154774628
1184,
1200,
1184,
1248,
1216,
1168,
1104,
1104,
1168,
1232,
1216,
1216,
1232,
1184,
1232,
1264,
1200,
1200,
1248,
1232,
1232,
1072,
1072,
1232,
1168,
1136,
1200,
1200,
1264,
1232,208.215840894
1232,
1248,
1216,
1248,
1120,
1248,
1184,
1152,
1296,
1200,
1216,
1232,
1216,
1120,
1200,
1232,
1248,
1232,
1232,
1280,
1264,
1200,
1216,
1248,
1232,
1232,
1200,
1088,
1200,
1232,208.245285858
1232,
1264,
1264,
1248,
1280,
1280,
1248,
1232,
1248,
1232,
1136,
1136,
1152,
1200,
1280,
1072,
1232,
1280,
1248,
1216,
1216,
1152,
1280,
1200,
1264,
1264,
1120,
1104,
1248,
1248,
1248,
1296,
1088,
1248,
1232,
1264,
1248,
1280,
1248,
1248,
1248,
1120,
1248,
1264,
1104,
1136,
1264,
1088,
1248,
1264,
1280,
1280,
1280,
1248,
1264,
1248,
1248,
1264,
1248,
1104,208.305492074
1296,
1296,
1088,
1280,
1200,
1248,
1232,
1280,
1264,
1296,
1264,
1296,
1280,
1264,
1168,
1280,
1280,
1280,
1232,
1184,
1280,
1088,
1264,
1280,
1264,
1280,
1264,
1264,
1248,
1232,
1232,
1280,
1232,
1296,
1264,
1296,
1104,
1248,
1248,
1248,
1280,
1264,
1264,
1296,
1264,
1264,
1264,
1248,
1200,
1152,
1232,
1280,
1216,
1216,
1216,
1216,
1232,
1264,
1120,
1232,208.349979517
1296,
1200,
1264,
1248,
1232,
1280,
1296,
1296,
1248,
1232,
1264,
1248,
1248,
1264,
1248,
1296,
1280,
1280,
1296,
1280,
1264,
1248,
1264,
1232,
1296,
1104,
1200,
1280,
1184,
1248,208.379834455
1264,
1296,
1168,
1280,
1280,
1280,
1216,
1232,
1232,
1136,
1168,
1296,
1168,
1248,
1264,
1248,
1248,
1296,
1264,
1264,
1216,
1248,
1248,
1248,
1264,
1280,
1232,
1296,
1216,
1264,
1200,
1248,
1216,
1248,
1264,
1296,
1248,
1248,
1264,
1232,
1184,
1088,
1200,
1248,
1248,208.425036909
1216,
1264,
1200,
1120,
1232,
1264,
1264,
1232,
1232,
1216,
1248,
1200,
1152,
1216,
1216,
1216,
1232,
1104,
1232,
1104,
1200,
1264,
1168,
1184,
1216,
1216,
1248,
1200,
1232,
1200,208.454792067
1200,
1152,
1200,
1200,
1200,
1248,
1184,
1184,
1232,
1232,
1200,
1200,
1232,
1216,
1232,
1168,
1024,
1168,
1216,
1056,
1072,
1104,
1168,
1136,
1184,
1184,
1200,
1136,
1184,
1184,
1168,
1184,
1136,
1088,
1152,
1152,
1152,
1184,
1200,
1072,
1200,
1168,
1168,
1168,
1152,208.499933432
1136,
1200,
1152,
1136,
1008,
1152,
1152,
1136,
1152,
1136,
1168,
1136,
1024,
1152,
1152,
1120,
1136,
1152,
1200,
1136,
1168,
1152,
1136,
1136,
1056,
1152,
992,
1104,
1104,
1120,
1216,
1152,
1136,
1136,
1136,
1152,
1168,
1120,
1008,
1120,
1136,
1152,
1088,
1168,
1152,208.53008849
1136,
1120,
1136,
1152,
1104,
1152,
1152,
1088,
1136,
1184,
1152,
1136,
976,
1088,
1152,
1088,
1088,
1136,
1136,
1120,
1152,
1152,
1120,
1152,
1200,
1120,
1120,
1104,
1152,
1168,208.590532713
1168,
1152,
1072,
1168,
1136,
1168,
1120,
1072,
1152,
1152,
1136,
1168,
1120,
1152,
1152,
1168,
1072,
1200,
1152,
1104,
1136,
1168,
1136,
1152,
1168,
1136,
1040,
1152,
1184,
1136,
976,
992,
1168,
976,
1104,
1056,
1088,
896,
1104,
1120,
1136,
1056,
1152,
1168,
1136,
1152,
1168,
1024,
1152,
1152,
1088,
1168,
992,
1136,
1088,
1120,
1056,
1136,
1136,
1152,208.640526337
1168,
1152,
1136,
1136,
1168,
1168,
1184,
1104,
1184,
1168,
1104,
1136,
1120,
1152,
1168,
1120,
1136,
1152,
1120,
1120,
1040,
1168,
1104,
1072,
1168,
1152,
1184,
896,
1152,
1136,208.66453038
1168,
1072,
1152,
1120,
1168,
1168,
1136,
1168,
1184,
1072,
1184,
1216,
1088,
1120,
1104,
1152,
1200,
1200,
1152,
1216,
1184,
1200,
1168,
1184,
1216,
1168,
1216,
1104,
1200,
1168,
912,
1168,
1168,
1184,
1200,
1216,
1200,
1200,
1168,
1168,
1184,
1184,
1136,
1056,
1168,208.695049558
1152,
1168,
1008,
1200,
1168,
1072,
1184,
1200,
1168,
1136,
1216,
1152,
1216,
1184,
1168,
1216,
1200,
1104,
1200,
1008,
1168,
1200,
1200,
1168,
1216,
1184,
1200,
1184,
1200,
1040,208.724823126
1152,
1136,
1184,
1136,
1008,
1200,
1152,
1216,
1168,
1216,
1232,
1168,
1200,
1120,
1152,
1200,
1184,
1232,
1200,
1072,
1184,
1152,
1184,
1216,
1232,
1232,
1216,
1136,
1216,
1248,208.755044984
1184,
1152,
1184,
1248,
1120,
1200,
1104,
1248,
1216,
1312,
1248,
1280,
1232,
1264,
1248,
1248,
1216,
1216,
1152,
1232,
1152,
1088,
1216,
1120,
1216,
1248,
1232,
1136,
1216,
1232,208.784855272
1232,
1216,
1216,
1168,
1248,
1040,
1200,
1104,
1184,
1040,
1072,
1152,
1216,
1184,
1216,
1232,
1216,
1264,
1184,
1200,
1152,
1184,
1168,
1136,
1216,
1136,
1200,
1216,
1152,
1184,208.815021976
1200,
1136,
1200,
1152,
1168,
1152,
1168,
1184,
1104,
1072,
1008,
1200,
1200,
1024,
1200,
1120,
1152,
1184,
1152,
1136,
1184,
1200,
1152,
1168,
1056,
1072,
1136,
1120,
1152,
992,208.845145308
1008,
1152,
1152,
1168,
1104,
1136,
1088,
1136,
1104,
1072,
1104,
1120,
1136,
1104,
1120,
1104,
1120,
1136,
1120,
1056,
1120,
1152,
1120,
1168,
1088,
1072,
1136,
1088,
912,
928,208.87509107
912,
1088,
1104,
1152,
1104,
1088,
1104,
1056,
1104,
1040,
1152,
1024,
1104,
1056,
1072,
1072,
1040,
1088,
1088,
1168,
992,
944,
1072,
1088,
1120,
1120,
1088,
1104,
1072,
1136,208.904837912
1120,
1088,
1088,
1072,
1056,
1024,
976,
1072,
1056,
992,
1072,
1088,
1088,
1072,
1104,
1056,
1040,
1072,
1104,
1088,
1120,
1072,
1072,
1136,
1104,
1008,
976,
1136,
1088,
1152,208.934803071
1136,
1104,
1136,
960,
1040,
1104,
992,
1104,
1072,
976,
992,
1104,
1072,
1056,
1088,
1120,
1136,
1152,
1200,
1136,
992,
1088,
992,
1120,
1072,
976,
1072,
1088,
1136,
864,
1040,208.98012492
1120,
1104,
1168,
1168,
1024,
1152,
1136,
1104,
1136,
1104,
1136,
1136,
992,
1040,
976,
1136,
1136,
1152,
1152,
1200,
1152,
1168,
1152,
1136,
976,
1168,
1168,
1152,
1136,209.010205218
960,
1168,
1120,
1184,
1168,
1184,
1136,
1184,
1168,
1152,
1104,
1136,
1152,
1184,
1168,
1184,
1168,
1168,
1120,
1184,
1104,
1200,
1184,
1184,
1200,
1168,
1184,
1184,
1184,
1168,
1168,
1200,
1232,
1120,
1216,
1200,
1168,
1200,
1216,
1136,
1200,
1232,
1216,
1184,
1136,209.039965571
1232,
1056,
1200,
1216,
1024,
1216,
1232,
1184,
1216,
1184,
1184,
1216,
1184,
1168,
1120,
1152,
1056,
1040,
1088,
1200,
1152,
992,
1184,
1152,
1200,
1216,
1184,
1168,
1200,
1136,209.06980615
1104,
1120,
1088,
1072,
1168,
1248,
976,
976,
1248,
1232,
1072,
1216,
1200,
1232,
1200,
1216,
1216,
1152,
1200,
1200,
1248,
1216,
1152,
1184,
1104,
1232,
1088,
1152,
1184,
1232,209.100068335
1264,
1264,
1200,
1232,
1216,
1200,
1280,
1104,
1104,
1248,
1104,
1280,
1280,
1168,
1248,
1296,
1248,
1280,
1264,
1168,
1280,
1248,
1200,
1232,
1216,
1152,
1104,
1200,
1104,
1232,209.129789486
1168,
1184,
1264,
1232,
1248,
1296,
1232,
1216,
1264,
1264,
1280,
1264,
1216,
1232,
1248,
1264,
1248,
1184,
1232,
1248,
1216,
1232,
1248,
1200,
1200,
1232,
1200,
1168,
1264,
1184,209.174449821
1200,
1232,
1088,
1120,
1184,
1248,
1264,
1216,
1168,
1232,
1184,
1184,
1184,
1200,
1216,
1136,
1200,
1232,
1024,
1264,
1200,
1152,
1232,
1216,
1248,
1200,
1216,
1184,
1232,
1152,209.205051455
1152,
1216,
1152,
1216,
1056,
1200,
1216,
1088,
1232,
1232,
1232,
1248,
1264,
1232,
1200,
1200,
1248,
1280,
1200,
1056,
1248,
1152,
1264,
1248,
1296,
1280,
1264,
1280,
1264,
1216,
1264,
1248,
1264,
1280,
1248,
1264,
1152,
1264,
1168,
1280,
1232,
1056,
1216,
1168,
1232,209.265063012
1248,
1264,
1248,
1280,
1232,
1248,
1136,
1104,
1216,
1280,
1216,
1232,
1152,
1232,
1200,
1216,
1168,
1216,
1216,
1168,
1120,
1136,
1152,
1216,
1216,
1136,
1200,
1120,
1152,
1216,209.324514392
1248,
1120,
1152,
1216,
1232,
1216,
1200,
1168,
1200,
1232,
1152,
1216,
1232,
1216,
1200,
1200,
1104,
1216,
1184,
1216,
1232,
1200,
1088,
1184,
1216,
1136,
1056,
1168,
1216,
1200,
1184,
1248,
1120,
1232,
1232,
1232,
1152,
1216,
1216,
1216,
1168,
1136,
1168,
1152,
1184,
1200,
1216,
1200,
1200,
1152,
1152,
1184,
1168,
1200,
1200,
1104,
1152,
1088,
1152,
1216,209.355537956
1168,
1216,
1184,
1232,
1104,
1088,
1248,
1216,
1200,
1232,
1216,
1200,
1184,
1216,
1216,
1008,
1184,
1248,
1232,
1216,
1232,
1216,
1104,
1200,
1232,
1216,
1216,
1216,
1168,
1216,
1232,
1136,
1232,
1200,
1200,
1088,
1232,
1232,
1056,
1200,
1232,
1232,
1232,
1232,
1216,
1136,
1184,
1216,
1184,
1040,
1184,
1264,
1104,
1168,
1248,
1216,
1248,
1200,
1216,
1168,209.400041086
1200,
1216,
1216,
1168,
1136,
1136,
1184,
1216,
1216,
1152,
1216,
1184,
1024,
1152,
1168,
1216,
1152,
1200,
1120,
1152,
1152,
1152,
1136,
1008,
1136,
1184,
1008,
1216,
1008,
1120,209.430300831
1120,
1216,
1216,
1184,
1104,
1184,
1168,
1184,
1136,
1184,
1200,
1088,
1200,
1200,
960,
1200,
1264,
1232,
1184,
1200,
1232,
1200,
1216,
1152,
1152,
1200,
1072,
1184,
1136,
1152,
1120,
1200,
1216,
1184,
1168,
1184,
1168,
1200,
1200,
1152,
1088,
1168,
1104,
1200,
1120,209.459722187
1184,
1120,
1232,
1200,
1232,
1216,
1248,
1152,
1200,
1232,
1184,
1136,
1072,
1200,
1200,
1184,
1168,
1216,
1216,
1216,
1232,
1216,
1216,
1216,
1216,
1200,
1184,
1200,
1152,
1152,209.489980152
1200,
1088,
1136,
1184,
1200,
1200,
1216,
1168,
1104,
1264,
1248,
1248,
1216,
1184,
1216,
1216,
1200,
1184,
1216,
1168,
1008,
1152,
1152,
1136,
1040,
1216,
1088,
1216,
1184,
1056,209.52007177
1184,
1168,
1168,
1184,
1136,
1152,
1232,
1216,
1040,
1232,
1168,
1264,
1232,
1232,
1232,
1232,
1232,
1232,
1216,
1136,
1232,
1200,
1248,
1248,
1088,
1200,
1168,
1136,
1216,
1248,209.550377326
1232,
1216,
1264,
1200,
1168,
1200,
1216,
1248,
1136,
1056,
1216,
1136,
1232,
1072,
1168,
1184,
1200,
1200,
1200,
1232,
1232,
1184,
1184,
1216,
1168,
1232,
1232,
1216,
1184,
1152,209.580071432
1136,
1152,
1216,
1216,
1184,
1136,
1168,
1200,
1216,
1200,
1200,
1184,
1232,
1072,
1168,
1216,
1104,
1072,
1152,
1232,
1200,
1216,
1232,
1200,
1168,
1152,
1168,
1232,
1200,
1200,209.609437476
1168,
1136,
1184,
1216,
1168,
1216,
1216,
1216,
1184,
1216,
1184,
1232,
1232,
1152,
1088,
1200,
1168,
1168,
1184,
1216,
1168,
1072,
1216,
1232,
1200,
1168,
1232,
1168,
1168,
1168,209.639259012
1168,
1056,
1040,
1184,
1152,
1152,
1136,
1152,
1200,
1184,
1184,
1184,
1152,
1120,
1152,
1168,
1152,
1072,
1168,
1136,
1136,
1152,
1088,
1136,
1088,
1152,
1152,
1152,
1136,
1136,209.684905928
1168,
1184,
1104,
1120,
1120,
1024,
1040,
1168,
1168,
1136,
1088,
1088,
1184,
1120,
1136,
1120,
1168,
1104,
1136,
1136,
1024,
1120,
1168,
1072,
1168,
1120,
1168,
1184,
1152,
1136,
1168,
1104,
1040,
1136,
1184,
1120,
1168,
1168,
1072,
1136,
992,
1104,
1152,
1008,
1088,209.714942535
1136,
1104,
1136,
1120,
1168,
1040,
1104,
1120,
1072,
992,
1088,
1136,
1120,
1184,
976,
1120,
1120,
1104,
1152,
1168,
1184,
1200,
1168,
1104,
1152,
1104,
1120,
1120,
1072,
1072,209.745067484
992,
1136,
1104,
1104,
1152,
1088,
1088,
1104,
1008,
1040,
1072,
1104,
1024,
1024,
1024,
1056,
960,
1072,
960,
1072,
1008,
1056,
1056,
1024,
1072,
1088,
1072,
1072,
976,
960,209.790164145
1072,
1088,
1104,
992,
1088,
1072,
1024,
1104,
1120,
1104,
1088,
1056,
1152,
1072,
1088,
1088,
1008,
1024,
1088,
1136,
864,
960,
1104,
1152,
1152,
1168,
1136,
1168,
1088,
1072,209.835749634
1120,
1152,
1104,
992,
1072,
1072,
928,
1152,
1120,
1136,
1168,
1168,
1152,
1152,
1120,
1104,
1152,
1120,
1088,
1168,
1120,
1152,
1136,
1168,
1120,
1200,
1184,
1168,
1120,
1136,
1168,
1184,
1200,
1200,
1184,
1184,
1120,
1184,
1136,
1040,
1184,
1168,
1104,
976,
1136,
1072,
1136,
1088,
1136,
1088,
1104,
1120,
1104,
1040,
1136,
1120,
1056,
1040,
1040,
1104,209.879957812
960,
1008,
976,
960,
992,
1040,
976,
992,
1024,
976,
1072,
1120,
1088,
1024,
1088,
1136,
1120,
1120,
1168,
1168,
1072,
1216,
1184,
1232,
1200,
1232,
1232,
1232,
1232,
1216,209.909631992
1216,
1248,
1232,
1248,
1232,
1168,
1264,
1232,
1296,
1280,
1312,
1280,
1296,
1296,
1296,
1328,
1280,
1296,
1312,
1280,
1232,
1280,
1296,
1312,
1312,
1312,
1328,
1280,
1328,
1280,
1264,
1296,
1296,
1296,
1280,
1264,
1232,
1232,
1216,
1216,
1168,
1200,
1232,
1200,
1216,209.939465277
1248,
1152,
1296,
1136,
1136,
1296,
1216,
1232,
1248,
1376,
1232,
1296,
1312,
1296,
1312,
1328,
1360,
1376,
1360,
1360,
1440,
1376,
1376,
1376,
1424,
1456,
1472,
1376,
1392,
1392,209.97006991
1392,
1360,
1328,
1360,
1360,
1312,
1328,
1392,
1376,
1232,
1456,
1456,
1360,
1424,
1344,
1360,
1392,
1312,
1296,
1312,
1312,
1344,
1408,
1200,
1360,
1232,
1264,
1184,
1376,
1360,210.000169563
1232,
1360,
1216,
1328,
1312,
1360,
1296,
1264,
1312,
1408,
1344,
1328,
1264,
1424,
1360,
1408,
1424,
1392,
1392,
1408,
1424,
1456,
1408,
1408,
1296,
1360,
1424,
1344,
1104,
1184,210.029840464
1008,
1264,
976,
1088,
1104,
992,
992,
1040,
992,
992,
1024,
912,
944,
1072,
1040,
1072,
1136,
1248,
1232,
1312,
1312,
1248,
1264,
1360,
1392,
1280,
1344,
1360,
1344,
1360,210.060211199
1344,
1232,
1088,
1360,
912,
1248,
1328,
1232,
1344,
1392,
1440,
1440,
1424,
1344,
1296,
1456,
1360,
1152,
1360,
1200,
1184,
1120,
1152,
1072,
1040,
1072,
992,
1184,
1136,
1136,210.090097483
1200,
1296,
1264,
1296,
1232,
1184,
976,
1024,
1088,
1264,
1264,
1280,
1312,
1280,
1248,
1280,
1232,
1104,
1264,
1120,
1152,
1008,
1040,
960,
928,
880,
832,
928,
976,
1152,210.119777007
1072,
1056,
1088,
1200,
1168,
1216,
1104,
1040,
976,
912,
960,
992,
1088,
1040,
1088,
976,
976,
912,
992,
1008,
1008,
1056,
1040,
1104,
1184,
1184,
1200,
1264,
1216,
1296,210.165133974
1296,
1168,
1280,
1216,
1280,
1200,
1152,
1248,
1280,
1248,
1200,
1232,
1072,
1152,
1232,
1280,
1296,
1312,
1296,
1264,
1312,
1168,
1264,
1280,
1312,
1120,
1296,
1232,
1056,
1056,210.194719981
1168,
1136,
1424,
1376,
1472,
1360,
1488,
