value,timestamp
1760,
1776,
1728,
1792,
1776,374.915628723
1776,
1792,
1872,
1888,
1872,
1840,
1872,
1824,
1792,
1808,
1808,
1776,
1744,
1728,
1792,
1792,
1856,
1872,
1840,
1808,
1776,
1792,
1808,
1824,
1808,
1792,
1776,
1808,
1824,
1840,374.960057093
1840,
1824,
1824,
1840,
1872,
1872,
1808,
1808,
1824,
1808,
1776,
1776,
1792,
1856,
1840,
1856,
1872,
1856,
1824,
1840,
1840,
1840,
1840,
1808,
1808,
1824,
1792,
1792,
1808,
1760,
1776,
1808,
1776,
1792,
1808,
1776,
1808,
1824,
1840,
1824,
1776,
1744,
1696,
1744,
1744,374.990171803
1744,
1712,
1696,
1744,
1808,
1840,
1808,
1696,
1808,
1680,
1584,
1600,
1648,
1712,
1728,
1728,
1760,
1744,
1776,
1728,
1696,
1696,
1728,
1728,
1616,
1632,
1552,
1600,
1648,
1632,375.020460963
1728,
1728,
1776,
1760,
1776,
1744,
1712,
1712,
1728,
1744,
1712,
1472,
1584,
1728,
1728,
1744,
1760,
1712,
1568,
1632,
1520,
1552,
1536,
1552,
1584,
1696,
1760,
1744,
1728,
1648,375.050534824
1632,
1600,
1696,
1728,
1792,
1680,
1680,
1712,
1712,
1680,
1648,
1584,
1584,
1664,
1696,
1696,
1680,
1728,
1760,
1712,
1792,
1776,
1792,
1808,
1792,
1776,
1760,
1792,
1648,
1696,375.08044547
1744,
1760,
1776,
1760,
1744,
1776,
1776,
1696,
1792,
1616,
1616,
1600,
1632,
1728,
1760,
1776,
1776,
1744,
1776,
1808,
1728,
1760,
1776,
1712,
1776,
1712,
1696,
1728,
1792,
1712,375.110541836
1840,
1824,
1792,
1792,
1824,
1808,
1840,
1744,
1776,
1792,
1824,
1856,
1856,
1872,
1872,
1888,
1856,
1888,
1824,
1808,
1792,
1776,
1824,
1840,
1840,
1808,
1792,
1776,
1808,
1840,375.140445593
1808,
1808,
1760,
1824,
1824,
1840,
1776,
1792,
1840,
1792,
1776,
1808,
1840,
1792,
1840,
1808,
1808,
1792,
1824,
1808,
1808,
1840,
1808,
1744,
1808,
1744,
1824,
1808,
1856,
1872,375.185428532
1824,
1856,
1856,
1840,
1792,
1744,
1680,
1744,
1760,
1840,
1856,
1840,
1824,
1808,
1792,
1680,
1744,
1728,
1760,
1776,
1776,
1776,
1744,
1680,
1680,
1696,
1744,
1760,
1872,
1808,
1824,
1840,
1840,
1712,
1712,
1808,
1776,
1792,
1744,
1792,
1728,
1840,
1824,
1760,
1808,375.215654507
1808,
1824,
1808,
1776,
1776,
1856,
1776,
1744,
1728,
1840,
1840,
1840,
1840,
1856,
1840,
1808,
1840,
1808,
1776,
1872,
1872,
1888,
1808,
1840,
1872,
1824,
1840,
1840,
1824,
1808,375.245458268
1808,
1792,
1792,
1824,
1840,
1824,
1824,
1856,
1792,
1840,
1792,
1792,
1808,
1792,
1840,
1792,
1824,
1824,
1840,
1888,
1888,
1904,
1792,
1792,
1856,
1824,
1824,
1808,
1872,
1824,375.274928673
1856,
1872,
1824,
1888,
1904,
1872,
1904,
1920,
1888,
1904,
1808,
1776,
1792,
1792,
1792,
1824,
1808,
1872,
1872,
1904,
1920,
1904,
1872,
1856,
1824,
1808,
1808,
1808,
1744,
1792,375.305332884
1776,
1760,
1776,
1792,
1808,
1824,
1728,
1776,
1744,
1760,
1712,
1712,
1728,
1760,
1776,
1712,
1616,
1648,
1680,
1680,
1696,
1776,
1776,
1760,
1728,
1792,
1760,
1840,
1664,375.33539168
1792,
1664,
1760,
1712,
1792,
1776,
1776,
1680,
1648,
1712,
1744,
1744,
1728,
1680,
1632,
1616,
1632,
1600,
1552,
1520,
1616,
1552,
1680,
1696,
1680,
1664,
1408,
1312,
1440,
1552,
1584,375.365287075
1600,
1600,
1712,
1728,
1680,
1488,
1680,
1488,
1472,
1568,
1456,
1440,
1392,
1280,
1376,
1520,
1472,
1504,
1632,
1552,
1568,
1584,
1600,
1600,
1696,
1648,
1648,
1648,
1584,
1600,375.395326849
1584,
1616,
1568,
1520,
1552,
1680,
1632,
1696,
1744,
1728,
1728,
1648,
1664,
1632,
1632,
1696,
1712,
1744,
1776,
1728,
1744,
1760,
1712,
1600,
1616,
1568,
1632,
1680,
1728,375.425516411
1792,
1808,
1808,
1808,
1680,
1680,
1728,
1760,
1776,
1776,
1712,
1616,
1616,
1728,
1728,
1776,
1808,
1744,
1776,
1728,
1728,
1776,
1792,
1824,
1824,
1808,
1840,
1888,
1840,
1872,
1872,375.455407568
1856,
1904,
1840,
1824,
1824,
1760,
1776,
1744,
1744,
1776,
1808,
1808,
1696,
1728,
1744,
1744,
1808,
1808,
1808,
1840,
1872,
1872,
1872,
1856,
1872,
1840,
1776,
1824,
1808,
1776,375.500338709
1840,
1872,
1872,
1856,
1856,
1872,
1872,
1856,
1840,
1856,
1856,
1872,
1872,
1808,
1872,
1856,
1776,
1808,
1776,
1776,
1760,
1776,
1712,
1696,
1728,
1696,
1680,
1680,
1568,
1488,375.54545562
1504,
1600,
1728,
1792,
1792,
1744,
1776,
1760,
1744,
1744,
1776,
1664,
1584,
1536,
1600,
1616,
1712,
1712,
1776,
1728,
1712,
1808,
1712,
1712,
1792,
1792,
1776,
1712,
1680,
1616,
1648,
1648,
1664,
1696,
1728,
1728,
1696,
1776,
1696,
1728,
1728,
1760,
1792,
1760,
1712,375.575282282
1712,
1680,
1664,
1600,
1664,
1696,
1744,
1792,
1792,
1840,
1856,
1856,
1696,
1712,
1808,
1680,
1664,
1680,
1680,
1712,
1728,
1728,
1744,
1712,
1424,
1520,
1616,
1392,
1584,
1584,
1504,
1536,
1600,
1680,
1648,
1632,
1616,
1584,
1584,
1616,
1648,
1632,
1696,
1728,
1712,375.604854219
1792,
1808,
1840,
1840,
1792,
1792,
1792,
1760,
1712,
1680,
1680,
1712,
1776,
1760,
1856,
1824,
1840,
1792,
1872,
1776,
1776,
1712,
1696,
1744,
1744,
1776,
1744,
1792,
1808,
1712,375.635245151
1856,
1728,
1840,
1824,
1840,
1808,
1856,
1776,
1728,
1760,
1824,
1840,
1904,
1936,
1920,
1920,
1840,
1888,
1824,
1856,
1808,
1824,
1824,
1840,
1856,
1872,
1888,
1840,
1840,375.665657882
1808,
1776,
1792,
1824,
1792,
1824,
1776,
1744,
1712,
1728,
1808,
1840,
1856,
1824,
1808,
1808,
1680,
1664,
1712,
1696,
1760,
1712,
1776,
1760,
1776,
1808,
1776,
1776,
1744,
1584,
1456,375.695192954
1504,
1584,
1648,
1680,
1600,
1584,
1216,
1264,
1376,
1504,
1568,
1600,
1552,
1568,
1600,
1616,
1648,
1632,
1632,
1680,
1488,
1648,
1584,
1552,
1632,
1680,
1728,
1760,
1760,
1744,375.725396917
1760,
1728,
1680,
1744,
1744,
1744,
1728,
1696,
1760,
1712,
1744,
1776,
1744,
1600,
1696,
1648,
1744,
1760,
1808,
1824,
1792,
1776,
1808,
1776,
1840,
1856,
1840,
1824,
1808,
1824,375.754969865
1824,
1840,
1872,
1888,
1888,
1856,
1808,
1776,
1632,
1632,
1776,
1840,
1840,
1888,
1856,
1872,
1888,
1840,
1904,
1888,
1888,
1904,
1904,
1872,
1904,
1872,
1872,
1888,
1888,
1856,375.7852843
1888,
1920,
1904,
1920,
1920,
1872,
1824,
1872,
1696,
1696,
1760,
1776,
1792,
1760,
1824,
1776,
1568,
1664,
1568,
1632,
1616,
1680,
1712,
1856,
1856,
1856,
1888,
1808,
1776,
1792,375.814724877
1776,
1760,
1728,
1712,
1680,
1712,
1824,
1808,
1840,
1824,
1808,
1776,
1808,
1744,
1712,
1632,
1584,
1616,
1408,
1600,
1664,
1680,
1712,
1616,
1456,
1088,
1312,
1248,
1296,
1440,375.84476949
1360,
1696,
1760,
1808,
1840,
1840,
1856,
1824,
1792,
1728,
1616,
1680,
1600,
1504,
1536,
1488,
1488,
1440,
1408,
1360,
1472,
1424,
1440,
1552,
1456,
1440,
1488,
1344,
1360,
1376,375.87542765
1376,
1392,
1488,
1520,
1568,
1488,
1456,
1488,
1312,
1456,
1488,
1360,
1344,
1200,
1216,
1376,
1440,
1488,
1584,
1712,
1712,
1776,
1776,
1792,
1792,
1760,
1648,
1664,
1696,
1712,375.905308013
1680,
1728,
1664,
1680,
1664,
1664,
1632,
1600,
1568,
1488,
1216,
1440,
1232,
1552,
1440,
1392,
1552,
1536,
1424,
1568,
1456,
1488,
1536,
1648,
1680,
1776,
1776,
1824,
1824,
1840,375.935156145
1808,
1856,
1824,
1824,
1840,
1760,
1776,
1760,
1712,
1728,
1712,
1680,
1664,
1552,
1568,
1504,
1456,
1424,
1360,
1088,
1376,
1536,
1648,
1680,
1824,
1808,
1824,
1840,
1792,
1792,375.965295513
1792,
1824,
1792,
1632,
1632,
1696,
1664,
1776,
1744,
1776,
1808,
1792,
1744,
1664,
1680,
1712,
1744,
1824,
1824,
1824,
1760,
1696,
1616,
1648,
1632,
1680,
1728,
1712,
1680,
1648,375.995335306
1648,
1616,
1584,
1568,
1520,
1392,
1408,
1424,
1584,
1584,
1632,
1552,
1728,
1648,
1728,
1568,
1680,
1664,
1712,
1744,
1760,
1712,
1696,
1632,
1648,
1648,
1680,
1712,
1744,
1776,376.025710296
1744,
1680,
1680,
1648,
1680,
1680,
1664,
1616,
1648,
1584,
1600,
1552,
1600,
1648,
1632,
1664,
1664,
1600,
1760,
1664,
1648,
1696,
1712,
1712,
1808,
1776,
1744,
1776,
1760,
1616,376.055553638
1520,
1712,
1616,
1584,
1616,
1696,
1712,
1776,
1808,
1808,
1824,
1824,
1840,
1808,
1776,
1792,
1856,
1760,
1696,
1760,
1744,
1680,
1616,
1600,
1712,
1776,
1840,
1872,
1856,
1872,376.085219653
1808,
1872,
1888,
1840,
1904,
1872,
1824,
1808,
1680,
1648,
1632,
1712,
1680,
1792,
1760,
1760,
1776,
1680,
1600,
1456,
1392,
1440,
1216,
1520,
1488,
1696,
1744,
1744,
1728,
1696,376.130576131
1680,
1696,
1664,
1360,
1392,
1440,
1520,
1632,
1712,
1616,
1648,
1648,
1696,
1776,
1696,
1712,
1760,
1664,
1760,
1632,
1776,
1696,
1696,
1568,
1616,
1376,
1008,
1408,
1600,
1696,
1648,
1600,
1680,
1536,
1488,
1552,
1408,
1152,
1168,
1344,
1408,
1296,
1504,
1440,
1360,376.159963137
1392,
1520,
1632,
1696,
1744,
1808,
1792,
1808,
1824,
1824,
1808,
1824,
1792,
1808,
1824,
1872,
1840,
1872,
1824,
1792,
1792,
1760,
1696,
1696,
1664,
1840,
1808,
1776,
1760,
1696,376.190295999
1712,
1696,
1760,
1760,
1824,
1808,
1776,
1696,
1664,
1696,
1712,
1632,
1824,
1776,
1792,
1776,
1808,
1776,
1792,
1776,
1776,
1776,
1744,
1792,
1824,
1776,
1872,
1824,
1792,
1808,376.220574943
1840,
1872,
1872,
1840,
1792,
1792,
1616,
1392,
1488,
1664,
1792,
1760,
1776,
1792,
1792,
1840,
1840,
1904,
1936,
1904,
1952,
1904,
1856,
1808,
1808,
1696,
1664,
1680,
1424,
1456,376.250606584
1472,
1504,
1424,
1600,
1424,
1472,
1424,
1504,
1424,
1456,
1456,
1536,
1600,
1600,
1664,
1664,
1728,
1712,
1680,
1696,
1696,
1728,
1776,
1792,
1808,
1840,
1840,
1872,
1872,
1840,376.295633882
1872,
1904,
1904,
1904,
1840,
1792,
1824,
1824,
1856,
1856,
1904,
1888,
1888,
1888,
1840,
1840,
1776,
1840,
1824,
1824,
1808,
1792,
1776,
1760,
1744,
1648,
1680,
1712,
1696,
1696,376.325319971
1680,
1696,
1616,
1552,
1376,
1136,
1200,
1152,
1568,
1600,
1680,
1792,
1808,
1840,
1808,
1776,
1776,
1792,
1808,
1856,
1872,
1824,
1888,
1872,
1840,
1840,
1840,
1840,
1840,
1840,
1808,
1776,
1744,
1712,
1504,
1584,
1488,
1552,
1520,
1424,
1440,
1408,
1456,
1552,
1568,376.355691368
1584,
1360,
1152,
1424,
1648,
1776,
1824,
1840,
1840,
1840,
1792,
1760,
1808,
1840,
1888,
1888,
1840,
1872,
1824,
1744,
1744,
1760,
1760,
1744,
1696,
1696,
1600,
1488,
1488,376.385309525
1360,
1472,
1600,
1680,
1728,
1792,
1840,
1856,
1824,
1824,
1824,
1808,
1840,
1872,
1904,
1952,
1952,
1952,
1952,
1904,
1920,
1904,
1968,
1936,
1936,
1936,
1936,
1920,
1888,
1936,
1936,376.415584675
1936,
1904,
1904,
1856,
1840,
1856,
1856,
1856,
1872,
1872,
1856,
1760,
1664,
1552,
1472,
1472,
1504,
1376,
1232,
1456,
1632,
1648,
1680,
1712,
1664,
1584,
1552,
1488,
1456,
1472,376.445130152
1616,
1632,
1648,
1472,
1424,
1312,
1072,
1424,
1424,
1424,
1296,
1072,
1344,
1520,
1568,
1520,
1456,
1376,
1616,
1648,
1776,
1792,
1840,
1776,
1888,
1856,
1840,
1808,
1776,
1808,376.475661704
1744,
1728,
1664,
1280,
1296,
1664,
1728,
1552,
1632,
1664,
1728,
1760,
1792,
1856,
1824,
1808,
1840,
1824,
1856,
1936,
1952,
1952,
1984,
1952,
1968,
1984,
1952,
2000,
1936,
1968,376.505559739
1936,
1904,
1872,
1856,
1824,
1840,
1824,
1808,
1776,
1680,
1664,
1616,
1536,
1712,
1664,
1776,
1856,
1904,
1936,
1968,
2000,
1984,
2016,
2032,
2016,
2032,
2000,
2016,
2016,
2032,376.535599093
2000,
2000,
2000,
1968,
1920,
1888,
1904,
1856,
1808,
1808,
1856,
1856,
1936,
1904,
1888,
1936,
1936,
1984,
2016,
2032,
2032,
2064,
2048,
2032,
2080,
2064,
2096,
2048,
2064,
2064,376.565281586
2080,
2080,
2096,
2080,
2080,
2064,
2096,
2048,
2048,
2064,
2032,
2064,
2064,
2048,
2080,
2064,
2064,
2048,
2048,
2016,
2016,
2064,
2064,
2080,
2048,
2096,
2080,
2064,
2000,
1968,376.595281811
1984,
2000,
2016,
2016,
2048,
2016,
2064,
2048,
2096,
2080,
2096,
2096,
2080,
2096,
2112,
2096,
2096,
2080,
2112,
2064,
2080,
2064,
2048,
2048,
2064,
2064,
2080,
2096,
2080,
2112,376.625464791
2112,
2064,
2096,
2096,
2112,
2080,
2112,
2096,
2096,
2080,
2080,
2080,
2096,
2096,
2096,
2096,
2080,
2080,
2096,
2080,
2096,
2112,
2080,
2096,
2096,
2096,
2080,
2064,
2080,
2096,376.699947417
2096,
2080,
2112,
2080,
2096,
2096,
2096,
2096,
2096,
2080,
2096,
2096,
2080,
2080,
2080,
2080,
2064,
2096,
2096,
2112,
2096,
2096,
2112,
2096,
2080,
2096,
2112,
2112,
2096,
2096,376.731235676
2096,
2144,
2064,
2080,
2080,
2080,
2080,
2112,
2096,
2112,
2096,
2096,
2096,
2112,
2096,
2096,
2096,
2112,
2096,
2112,
2112,
2112,
2096,
2112,
2080,
2080,
2112,
2112,
2080,
2096,
2096,
2096,
2128,
2096,
2096,
2096,
2096,
2112,
2096,
2112,
2096,
2096,
2096,
2096,
2096,
2128,
2096,
2128,
2112,
2112,
2064,
2112,
2096,
2096,
2112,
2096,
2080,
2112,
2096,
2016,
2016,
2016,
2000,
2048,
2048,
2064,
2080,
2032,
2048,
2016,
2016,
2032,
2064,
2080,
2096,376.775655752
2080,
2080,
2096,
2096,
2064,
2096,
2080,
2112,
2096,
2064,
2096,
2096,
2096,
2112,
2112,
2096,
2128,
2096,
2128,
2096,
2096,
2112,
2096,
2128,
2112,
2096,
2096,
2096,
2096,
2128,
2112,
2096,
2128,
2128,
2112,
2096,
2128,
2096,
2112,
2096,
2128,
2096,
2112,
2112,
2128,376.80568538
2128,
2128,
2112,
2128,
2096,
2096,
2096,
2112,
2112,
2112,
2112,
2112,
2128,
2128,
2112,
2112,
2096,
2096,
2096,
2128,
2080,
2112,
2096,
2112,
2112,
2096,
2080,
2096,
2096,
2096,376.83530581
2096,
2112,
2096,
2096,
2128,
2112,
2112,
2112,
2096,
2112,
2096,
2112,
2128,
2096,
2096,
2096,
2096,
2096,
2096,
2128,
2128,
2096,
2096,
2112,
2112,
2096,
2128,
2096,
2112,
2112,376.865289569
2096,
2128,
2096,
2096,
2128,
2112,
2128,
2112,
2128,
2112,
2128,
2096,
2112,
2096,
2112,
2112,
2112,
2128,
2080,
2112,
2112,
2096,
2096,
2128,
2112,
2112,
2096,
2112,
2096,
2128,376.895694466
2112,
2128,
2112,
2096,
2112,
2112,
2096,
2128,
2096,
2112,
2128,
2080,
2128,
2112,
2112,
2096,
2128,
2112,
2112,
2112,
2096,
2128,
2112,
2112,
2096,
2096,
2096,
2080,
2080,
2096,376.925320295
2112,
2096,
2096,
2096,
2112,
2096,
2096,
2096,
2128,
2112,
2080,
2128,
2096,
2096,
2096,
2128,
2128,
2112,
2112,
2096,
2096,
2096,
2128,
2112,
2112,
2128,
2096,
2096,
2128,
2128,376.955550571
2096,
2128,
2112,
2112,
2096,
2096,
2128,
2112,
2112,
2128,
2112,
2096,
2128,
2096,
2096,
2080,
2096,
2064,
2016,
2032,
2048,
2096,
2080,
2112,
2112,
2080,
2080,
2128,
2096,376.985447328
2128,
2080,
2112,
2112,
2096,
2096,
2096,
2128,
2128,
2096,
2144,
2096,
2128,
2096,
2112,
2096,
2080,
2080,
2064,
2032,
2016,
2064,
2048,
2080,
2096,
2064,
2080,
2080,
2112,
2096,
2080,377.015267061
2096,
2096,
2080,
2112,
2080,
2112,
2112,
2128,
2112,
2128,
2128,
2128,
2112,
2128,
2096,
2128,
2112,
2096,
2096,
2096,
2080,
2016,
2080,
2064,
2112,
2096,
2096,
2112,
2096,
2096,377.045890181
2112,
2096,
2128,
2112,
2096,
2112,
2112,
2096,
2096,
2096,
2128,
2096,
2096,
2128,
2096,
2128,
2096,
2096,
2096,
2096,
2112,
2096,
2096,
2096,
2112,
2096,
2096,
2096,
2112,
2112,377.07565849
2112,
2112,
2112,
2128,
2096,
2096,
2096,
2096,
2080,
2096,
2128,
2080,
2112,
2096,
2096,
2080,
2096,
2096,
2096,
2096,
2096,
2112,
2128,
2112,
2128,
2112,
2096,
2112,
2176,
2112,377.105434658
2096,
2096,
2064,
2080,
2064,
2032,
2064,
2064,
2080,
2096,
2096,
2080,
2112,
2128,
2112,
2096,
2112,
2080,
2128,
2128,
2112,
2112,
2096,
2128,
2128,
2128,
2096,
2112,
2112,377.13559026
2096,
2128,
2096,
2112,
2112,
2096,
2064,
2080,
2064,
2032,
2064,
2096,
2080,
2080,
2080,
2096,
2080,
2096,
2096,
2112,
2112,
2096,
2128,
2096,
2112,
2128,
2096,
2112,
2112,
2128,
2128,377.165198331
2112,
2096,
2112,
2096,
2096,
2080,
2096,
2080,
2112,
2096,
2080,
2080,
2096,
2112,
2096,
2096,
2096,
2112,
2096,
2112,
2080,
2080,
2080,
2096,
2112,
2096,
2096,
2096,
2080,
2096,377.195681046
2112,
2112,
2096,
2128,
2096,
2096,
2096,
2096,
2096,
2112,
2112,
2096,
2112,
2096,
2112,
2128,
2096,
2096,
2112,
2112,
2096,
2096,
2064,
2080,
2064,
2080,
2080,
2096,
2112,
2112,377.225526049
2096,
2112,
2096,
2112,
2112,
2128,
2112,
2112,
2096,
2112,
2112,
2080,
2080,
2112,
2112,
2096,
2096,
2112,
2112,
2096,
2080,
2096,
2096,
2096,
2080,
2112,
2096,
2096,
2112,
2128,377.255355484
2096,
2080,
2128,
2128,
2096,
2128,
2128,
2096,
2112,
2112,
2112,
2112,
2128,
2112,
2112,
2096,
2048,
2048,
2032,
2064,
2064,
2032,
2032,
2064,
2032,
2032,
2016,
2016,
2016,
2064,377.285288983
2080,
2096,
2112,
2112,
2096,
2112,
2128,
2096,
2080,
2112,
2112,
2096,
2080,
2080,
2112,
2080,
2080,
2096,
2096,
2096,
2112,
2096,
2096,
2064,
2048,
2064,
2000,
2000,
1952,
1952,377.315590457
2000,
2016,
2080,
2096,
2080,
2080,
2064,
2112,
2112,
2096,
2112,
2080,
2080,
2096,
2080,
2096,
2096,
2096,
2112,
2080,
2080,
2080,
2064,
2064,
2032,
2032,
2064,
2048,
2096,377.345452373
2064,
2112,
2064,
2096,
2096,
2064,
2064,
2064,
2096,
2096,
2096,
2128,
2112,
2096,
2112,
2096,
2112,
2112,
2112,
2128,
2096,
2096,
2096,
2112,
2112,
2096,
2112,
2096,
2096,
2096,
2064,377.37553952
2032,
2000,
1984,
1984,
2016,
2016,
2048,
2064,
2032,
2064,
2032,
2032,
1984,
1968,
1968,
1984,
1984,
2032,
2032,
2048,
2048,
2064,
2032,
2064,
2032,
2016,
2032,
2016,
2016,
2032,377.405581218
2032,
2096,
2064,
2080,
2064,
2080,
2048,
2048,
2064,
2064,
2032,
2064,
2048,
2080,
2080,
2064,
2048,
2080,
2064,
2064,
2016,
2032,
1984,
2000,
1968,
1952,
1936,
1968,
1952,
1904,377.435542584
1904,
1936,
1904,
1872,
1840,
1808,
1696,
1632,
1552,
1312,
1136,
1680,
1552,
1616,
1568,
1824,
1824,
1776,
1840,
1888,
1920,
1952,
2000,
2016,
2016,
2032,
2048,
2080,
2064,
2064,377.465168658
2080,
2080,
2096,
2080,
2064,
2080,
2080,
2080,
2064,
2080,
2048,
2032,
2064,
2064,
2064,
2064,
2080,
2064,
2064,
2080,
2080,
2064,
2112,
2096,
2096,
2064,
2064,
2048,
2080,
2096,377.510546842
2080,
2080,
2064,
2096,
2080,
2080,
2064,
2080,
2064,
2064,
2016,
2016,
1952,
1952,
1904,
1920,
1904,
1920,
1936,
1936,
1952,
1920,
1888,
1936,
1920,
1904,
1904,
1936,
1936,
1936,377.540955809
1952,
1952,
2000,
1984,
2000,
1952,
1984,
1968,
1920,
1952,
1920,
1936,
1984,
1968,
1968,
2016,
1984,
2016,
1984,
2000,
2000,
1984,
1968,
1936,
1888,
1936,
1776,
1856,
1840,
1808,
1888,
1872,
1904,
1904,
1920,
1904,
1872,
1856,
1824,
1728,
1728,
1600,
1520,
1616,
1600,377.5705814
1760,
1712,
1792,
1856,
1856,
1872,
1904,
1904,
1952,
1936,
1904,
1904,
1904,
1904,
1888,
1872,
1856,
1872,
1904,
1936,
1984,
2016,
2000,
2064,
2048,
2080,
2096,
2064,
2080,
2080,377.600481889
2080,
2064,
2032,
2000,
2000,
1952,
1936,
1984,
2016,
2016,
2048,
2064,
2048,
2080,
2064,
2048,
2048,
2064,
2048,
2032,
1968,
1936,
1904,
1952,
1968,
1952,
1984,
2016,
2032,
2016,377.630578924
2032,
2016,
2048,
2000,
2016,
1984,
1952,
1952,
1968,
1920,
1888,
1952,
1968,
1952,
1968,
1952,
1984,
1936,
1936,
1904,
1888,
1824,
1792,
1744,
1696,
1664,
1760,
1872,
1936,377.660701574
1968,
1952,
1968,
1984,
2016,
2000,
1984,
1984,
1984,
1968,
1936,
1936,
1888,
1904,
1840,
1824,
1824,
1728,
1632,
1664,
1776,
1808,
1872,
1952,
1968,
2000,
2064,
2048,
2080,
2064,
2096,377.690635319
2096,
2080,
2096,
2112,
2080,
2080,
2112,
2112,
2096,
2112,
2096,
2112,
2080,
2096,
2064,
2096,
2080,
2096,
2080,
2096,
2096,
2096,
2064,
2096,
2080,
2064,
2064,
2064,
2080,
2064,377.720261486
2064,
2080,
2080,
2096,
2096,
2080,
2064,
2096,
2080,
2064,
2080,
2064,
2032,
2064,
2064,
2064,
2064,
2080,
2064,
2064,
2032,
2032,
1984,
1936,
1920,
1872,
1792,
1664,
1648,
1664,377.750717617
1728,
1888,
1856,
1744,
1856,
1856,
1776,
1808,
1744,
1728,
1616,
1648,
1712,
1744,
1824,
1808,
1856,
1856,
1936,
1920,
1936,
1968,
1984,
2000,
2000,
2032,
2016,
2000,
1984,377.780575841
2000,
1984,
1952,
1968,
1968,
2016,
2000,
2048,
2064,
2064,
2080,
2096,
2064,
2112,
2080,
2096,
2080,
2096,
2080,
2096,
2096,
2064,
2096,
2112,
2128,
2080,
2096,
2112,
2128,
2096,377.810462828
2112,
2096,
2096,
2112,
2112,
2128,
2096,
2096,
2112,
2096,
2112,
2080,
2096,
2112,
2112,
2096,
2112,
2112,
2112,
2128,
2112,
2112,
2096,
2096,
2080,
2096,
2112,
2080,
2096,
2112,
2080,377.840651158
2096,
2096,
2064,
2064,
2064,
2080,
2048,
2016,
2016,
2000,
1936,
1968,
1952,
1872,
1872,
1936,
1872,
1840,
1888,
1920,
1936,
1968,
1968,
1968,
1984,
2000,
2032,
2016,
2000,
2016,377.870582171
2016,
2000,
2000,
2000,
2032,
2064,
2048,
2064,
2064,
2096,
2096,
2096,
2112,
2112,
2112,
2096,
2080,
2096,
2096,
2096,
2080,
2064,
2064,
2032,
2032,
2064,
2064,
2080,
2096,
2096,377.900178281
2096,
2096,
2096,
2048,
2096,
2096,
2048,
2016,
2016,
2000,
2016,
1984,
2032,
2016,
2032,
2032,
2032,
2032,
2048,
2096,
2080,
2080,
2080,
2112,
2064,
2032,
2048,
2048,
2032,
2016,377.93070558
2016,
2016,
2032,
2048,
2048,
2096,
2096,
2064,
2080,
2096,
2096,
2096,
2112,
2112,
2128,
2112,
2128,
2112,
2112,
2096,
2112,
2096,
2096,
2080,
2096,
2112,
2112,
2080,
2096,
2128,377.960599229
2096,
2112,
2096,
2112,
2096,
2128,
2096,
2112,
2112,
2080,
2096,
2080,
2080,
2064,
2096,
2096,
2064,
2112,
2080,
2096,
2096,
2064,
2048,
2032,
2048,
2016,
1936,
2000,
1968,
1952,377.990600453
1872,
1904,
1936,
1920,
1920,
1936,
1936,
1952,
2000,
2032,
2032,
2016,
2032,
2048,
2048,
2048,
2032,
2048,
2064,
2048,
2080,
2080,
2080,
2064,
2048,
2080,
2048,
2064,
2064,
2096,378.035434685
2096,
2096,
2112,
2112,
2096,
2112,
2096,
2096,
2112,
2112,
2096,
2096,
2064,
2096,
2064,
2064,
2064,
2032,
2064,
2032,
2080,
2080,
2096,
2112,
2096,
2096,
2080,
2112,
2112,
2096,378.065847259
2080,
2064,
2080,
2032,
2000,
1984,
1968,
1920,
1920,
1936,
1888,
1936,
2000,
2000,
1968,
1984,
1968,
1968,
1968,
1904,
1936,
1968,
1936,
1952,
1968,
1936,
1936,
1968,
1968,
1968,
1968,
1936,
1936,
1984,
1952,
1936,
1984,
2000,
2000,
2016,
2064,
2048,
2080,
2048,
2080,378.095583479
2096,
2080,
2080,
2064,
2080,
2096,
2064,
2112,
2080,
2096,
2064,
2064,
2064,
2064,
2048,
2048,
2064,
2048,
2032,
2064,
2032,
2048,
2064,
2032,
2048,
2032,
2016,
2000,
2016,
2016,378.125395991
1984,
2016,
1968,
2000,
1968,
2000,
1984,
2000,
1984,
2000,
2016,
2000,
2000,
2016,
2032,
2032,
2016,
2032,
2064,
2032,
2064,
2064,
2080,
2064,
2064,
2064,
2096,
2096,
2064,
2080,378.155276329
2080,
2064,
2144,
2064,
2064,
2064,
2064,
2048,
2032,
2016,
2016,
1984,
2000,
1984,
1984,
1888,
1952,
1952,
1952,
1904,
1952,
2000,
1984,
2000,
2032,
2032,
2000,
2032,
2016,
2016,378.185013991
2048,
2032,
2032,
2064,
2032,
2064,
2032,
2032,
2032,
2016,
2016,
2032,
2016,
2000,
2016,
1984,
2016,
2080,
2016,
2032,
2016,
1984,
2016,
2016,
1984,
1984,
1968,
1952,
1936,
1904,378.215645663
1888,
1840,
1856,
1776,
1776,
1776,
1808,
1808,
1824,
1808,
1808,
1776,
1744,
1760,
1712,
1712,
1744,
1744,
1760,
1824,
1840,
1872,
1904,
1888,
1952,
1984,
1968,
1984,
1968,
1952,378.245564811
1968,
1968,
1984,
1984,
1936,
1952,
1936,
1952,
1920,
1904,
1920,
1888,
1904,
1904,
1872,
1888,
1888,
1872,
1904,
1920,
1920,
1936,
1936,
1936,
1936,
1968,
1968,
1952,
1936,
